Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;17 Rioja, La;Educación superior;2016;74,4
Ambos sexos;17 Rioja, La;Educación superior;2015;78,8
Ambos sexos;17 Rioja, La;Educación superior;2014;74,9
Ambos sexos;18 Ceuta;Total;2022;65,3
Ambos sexos;18 Ceuta;Total;2021;65
Ambos sexos;18 Ceuta;Total;2020;65,8
Ambos sexos;18 Ceuta;Total;2019;65,7
Ambos sexos;18 Ceuta;Total;2018;65,7
Ambos sexos;18 Ceuta;Total;2017;65,3
Ambos sexos;18 Ceuta;Total;2016;64,8
Ambos sexos;18 Ceuta;Total;2015;64,8
Ambos sexos;18 Ceuta;Total;2014;64,6
Ambos sexos;18 Ceuta;Analfabetos;2022;2,1
Ambos sexos;18 Ceuta;Analfabetos;2021;1,1
Ambos sexos;18 Ceuta;Analfabetos;2020;2,1
Ambos sexos;18 Ceuta;Analfabetos;2019;3
Ambos sexos;18 Ceuta;Analfabetos;2018;3,1
Ambos sexos;18 Ceuta;Analfabetos;2017;3,5
Ambos sexos;18 Ceuta;Analfabetos;2016;2,8
Ambos sexos;18 Ceuta;Analfabetos;2015;2,3
Ambos sexos;18 Ceuta;Analfabetos;2014;2,3
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2022;0,9
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2021;0,7
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2020;1,3
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2019;1,6
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2018;2,1
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2017;1,7
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2016;2,7
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2015;4,1
Ambos sexos;18 Ceuta;Estudios primarios incompletos;2014;5,5
Ambos sexos;18 Ceuta;Educación primaria;2022;11,7
Ambos sexos;18 Ceuta;Educación primaria;2021;10
Ambos sexos;18 Ceuta;Educación primaria;2020;11,5
Ambos sexos;18 Ceuta;Educación primaria;2019;11,8
Ambos sexos;18 Ceuta;Educación primaria;2018;11,3
Ambos sexos;18 Ceuta;Educación primaria;2017;11,3
Ambos sexos;18 Ceuta;Educación primaria;2016;11,6
Ambos sexos;18 Ceuta;Educación primaria;2015;10,8
Ambos sexos;18 Ceuta;Educación primaria;2014;9,4
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2022;23
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2021;20,5
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2020;21,1
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2019;21,3
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2018;21,7
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2017;21,1
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2016;19,8
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2015;19
Ambos sexos;18 Ceuta;Primera etapa de educación secundaria y similar;2014;21,6
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2022;10,5
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2021;13,8
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2020;11,1
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2019;11,2
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2018;8,9
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2017;9,9
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2016;9,7
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2015;9,9
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2014;10,5
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;4,1
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;3,8
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;4,4
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;4,3
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;4,5
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;3,8
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;3,2
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;4
Ambos sexos;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;3,5
Ambos sexos;18 Ceuta;Educación superior;2022;13
Ambos sexos;18 Ceuta;Educación superior;2021;15
Ambos sexos;18 Ceuta;Educación superior;2020;14,2
Ambos sexos;18 Ceuta;Educación superior;2019;12,6
Ambos sexos;18 Ceuta;Educación superior;2018;14,2
Ambos sexos;18 Ceuta;Educación superior;2017;14
Ambos sexos;18 Ceuta;Educación superior;2016;15
Ambos sexos;18 Ceuta;Educación superior;2015;14,8
Ambos sexos;18 Ceuta;Educación superior;2014;11,7
Ambos sexos;19 Melilla;Total;2022;62,4
Ambos sexos;19 Melilla;Total;2021;63
Ambos sexos;19 Melilla;Total;2020;62,9
Ambos sexos;19 Melilla;Total;2019;62,9
Ambos sexos;19 Melilla;Total;2018;62,7
Ambos sexos;19 Melilla;Total;2017;62,3
Ambos sexos;19 Melilla;Total;2016;62,1
Ambos sexos;19 Melilla;Total;2015;62,1
Ambos sexos;19 Melilla;Total;2014;61,5
Ambos sexos;19 Melilla;Analfabetos;2022;2,1
Ambos sexos;19 Melilla;Analfabetos;2021;1,7
Ambos sexos;19 Melilla;Analfabetos;2020;2,7
Ambos sexos;19 Melilla;Analfabetos;2019;3,3
Ambos sexos;19 Melilla;Analfabetos;2018;2,6
Ambos sexos;19 Melilla;Analfabetos;2017;2,7
Ambos sexos;19 Melilla;Analfabetos;2016;2,9
Ambos sexos;19 Melilla;Analfabetos;2015;3,1
Ambos sexos;19 Melilla;Analfabetos;2014;1,8
Ambos sexos;19 Melilla;Estudios primarios incompletos;2022;3,6
Ambos sexos;19 Melilla;Estudios primarios incompletos;2021;3,4
Ambos sexos;19 Melilla;Estudios primarios incompletos;2020;2,5
Ambos sexos;19 Melilla;Estudios primarios incompletos;2019;4,1
Ambos sexos;19 Melilla;Estudios primarios incompletos;2018;3,7
Ambos sexos;19 Melilla;Estudios primarios incompletos;2017;4,9
Ambos sexos;19 Melilla;Estudios primarios incompletos;2016;5
Ambos sexos;19 Melilla;Estudios primarios incompletos;2015;7,1
Ambos sexos;19 Melilla;Estudios primarios incompletos;2014;7,7
Ambos sexos;19 Melilla;Educación primaria;2022;7,8
Ambos sexos;19 Melilla;Educación primaria;2021;8
Ambos sexos;19 Melilla;Educación primaria;2020;9,9
Ambos sexos;19 Melilla;Educación primaria;2019;10
Ambos sexos;19 Melilla;Educación primaria;2018;9,3
Ambos sexos;19 Melilla;Educación primaria;2017;8,8
Ambos sexos;19 Melilla;Educación primaria;2016;9,9
Ambos sexos;19 Melilla;Educación primaria;2015;9,6
Ambos sexos;19 Melilla;Educación primaria;2014;8
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2022;14,3
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2021;14,1
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2020;14,3
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2019;16,5
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2018;17
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2017;15,2
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2016;16,2
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2015;15,3
Ambos sexos;19 Melilla;Primera etapa de educación secundaria y similar;2014;13,7
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2022;9,8
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2021;10,1
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2020;10,6
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2019;8,7
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2018;10,3
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2017;12,3
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2016;10,3
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2015;9,4
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria, con orientación general;2014;10,5
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;5,1
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;4,6
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;5
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;4,9
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;3,9
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;3,3
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;4
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;3,7
Ambos sexos;19 Melilla;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;5,5
Ambos sexos;19 Melilla;Educación superior;2022;19,7
Ambos sexos;19 Melilla;Educación superior;2021;21
Ambos sexos;19 Melilla;Educación superior;2020;18
Ambos sexos;19 Melilla;Educación superior;2019;15,5
Ambos sexos;19 Melilla;Educación superior;2018;15,9
Ambos sexos;19 Melilla;Educación superior;2017;15,1
Ambos sexos;19 Melilla;Educación superior;2016;14
Ambos sexos;19 Melilla;Educación superior;2015;13,9
Ambos sexos;19 Melilla;Educación superior;2014;14,4
Hombres;Total Nacional;Total;2022;19.386,4
Hombres;Total Nacional;Total;2021;19.270,8
Hombres;Total Nacional;Total;2020;19.241,9
Hombres;Total Nacional;Total;2019;19.094,5
Hombres;Total Nacional;Total;2018;18.908,8
Hombres;Total Nacional;Total;2017;18.803,1
Hombres;Total Nacional;Total;2016;18.754
Hombres;Total Nacional;Total;2015;18.753,2
Hombres;Total Nacional;Total;2014;18.774,5
Hombres;Total Nacional;Analfabetos;2022;192,5
Hombres;Total Nacional;Analfabetos;2021;195,8
Hombres;Total Nacional;Analfabetos;2020;187,6
Hombres;Total Nacional;Analfabetos;2019;187,5
Hombres;Total Nacional;Analfabetos;2018;203,2
Hombres;Total Nacional;Analfabetos;2017;212,6
Hombres;Total Nacional;Analfabetos;2016;218,4
Hombres;Total Nacional;Analfabetos;2015;230,4
Hombres;Total Nacional;Analfabetos;2014;238
Hombres;Total Nacional;Estudios primarios incompletos;2022;695,5
Hombres;Total Nacional;Estudios primarios incompletos;2021;716,6
Hombres;Total Nacional;Estudios primarios incompletos;2020;765,3
Hombres;Total Nacional;Estudios primarios incompletos;2019;827,3
Hombres;Total Nacional;Estudios primarios incompletos;2018;939,2
Hombres;Total Nacional;Estudios primarios incompletos;2017;963,8
Hombres;Total Nacional;Estudios primarios incompletos;2016;1.021
Hombres;Total Nacional;Estudios primarios incompletos;2015;1.092,4
Hombres;Total Nacional;Estudios primarios incompletos;2014;1.124,3
Hombres;Total Nacional;Educación primaria;2022;1.865,8
Hombres;Total Nacional;Educación primaria;2021;1.896,9
Hombres;Total Nacional;Educación primaria;2020;2.044,2
Hombres;Total Nacional;Educación primaria;2019;2.242,4
Hombres;Total Nacional;Educación primaria;2018;2.318,8
Hombres;Total Nacional;Educación primaria;2017;2.417,3
Hombres;Total Nacional;Educación primaria;2016;2.513,6
Hombres;Total Nacional;Educación primaria;2015;2.594,9
Hombres;Total Nacional;Educación primaria;2014;2.735,9
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2022;6.056,2
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2021;6.017,9
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2020;6.074,5
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2019;6.036,4
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2018;5.953,4
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2017;5.892,5
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2016;5.865,3
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2015;5.825,1
Hombres;Total Nacional;Primera etapa de educación secundaria y similar;2014;5.742,8
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2022;2.841
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2021;2.773,6
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2020;2.748,7
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2019;2.671,3
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2018;2.612,4
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2017;2.621,5
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2016;2.620,5
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2015;2.587,6
Hombres;Total Nacional;Segunda etapa de educación secundaria, con orientación general;2014;2.532,2
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;1.667,8
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1.648,7
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;1.570,8
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;1.488
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1.474,3
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1.438,7
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1.395,7
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1.372,6
Hombres;Total Nacional;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1.330,8
Hombres;Total Nacional;Educación superior;2022;6.067,6
Hombres;Total Nacional;Educación superior;2021;6.021,3
Hombres;Total Nacional;Educación superior;2020;5.850,9
Hombres;Total Nacional;Educación superior;2019;5.641,5
