Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2018;229
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;206
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;160
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;254
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;257
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;237
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2021;537
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;363
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;502
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;474
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;560
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;527
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;596
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;657
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;756
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2021;62
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;37
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;62
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;63
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;46
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;49
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;67
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;68
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;60
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2021;103
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;53
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;53
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;93
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;93
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;64
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;50
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;72
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;47
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2021;562
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;390
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;477
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;531
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;461
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;378
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;349
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;302
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;275
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2021;414
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;265
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;341
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;343
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;306
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;261
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;241
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;194
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;181
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2021;94
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;82
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;101
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;145
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;119
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;101
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;94
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;91
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;83
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2021;54
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;43
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;35
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;43
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;36
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;16
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;14
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;17
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;11
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2021;342
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;216
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;274
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;261
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;284
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;215
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;129
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;186
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;159
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2021;84
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;58
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;70
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;77
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;100
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;99
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;109
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;112
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;79
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2021;77
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;33
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;74
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;56
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;81
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;58
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;52
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;50
Total Nacional;04 Balears, Illes;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;66
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2021;3.714
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2020;2.520
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2019;3.183
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2018;3.224
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2017;3.031
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2016;3.285
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2015;3.237
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2014;3.508
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;;;2013;3.655
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2021;478
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;289
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;370
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;414
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;439
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;533
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;504
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;488
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;487
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2021;3.232
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;2.224
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;2.805
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;2.808
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;2.588
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;2.752
Total Nacional;04 Balears, Illes;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;2.728
